tgrep.id	entire.sentence	Sentence_type	DE_operator	Numeral	And_test	Or_both_test	Actually_test	Disjunct_relation	Disjunct_individuation	Or_not	
44672:63	"and she knew whether to, to, to quietly come up to me or to just run and knock me over."	declarative	wh	nonum	change	not available	change	A~B	different	no	
146529:68	"i would find it very difficult, uh, to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel A-Bout it."	declarative	not available	nonum	nochange	nochange	change	A~B	different	no	
172194:58	"i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis,"	declarative	not available	nonum	nochange	change	nochange	A>B	same	no	
55814:50	"but if i were you, i would go apply to either a health club or one of the others and use it for a while."	declarative	not available	nonum	change	change	change	A>B	same	no	
109003:96	"i find a lot of the cookbooks that, i don't know, that you buy over the counter ask for really strange ingredients, or things i don't keep on hand all the time"	declarative	not available	nonum	change	nochange	change	A<B	different	no	
139225:66	"i don't think is, is, we can determine whether we were right or wrong,"	declarative	wh	nonum	change	not available	change	A~B	different	no	
14162:28	radio seems to have a full platter or full plate of different things that they need to get done.	declarative	not available	nonum	change	not available	nochange	A~B	same	no	
12595:51	"so i can't say whether that, that i'm pro israel or anti israel."	declarative	wh	nonum	change	not available	change	A~B	different	no	
119572:54	"i said, well, i can tell them how to fish with a minnow or how to fish with a worm."	declarative	wh	nonum	nochange	nochange	change	A~B	different	no	
25318:34	i don't like it when it's too cool or too warm.	declarative	wh	nonum	change	not available	change	A~B	different	no	
105161:44	"and how can a country stand to, uh, spend as much or much more than they already are on such a problem, uh,"	interrogative	wh	nonum	nochange	change	nochange	A<B	same	no	
35001:135	"i, i have a hard time sticking with something like, like on t v, because, it, like, it gets real aggravating if you miss it, for a week or two."	declarative	not available	num	change	not available	change	A~B	same	no	
81053:30	it's not as slanted as the new york times or as biased perhaps as the local paper.	declarative	negation	nonum	change	not available	change	A~B	different	no	
85435:43	"so we really don't know whether there's enough fossil fuel left or there isn't,"	declarative	not available	nonum	change	not available	change	A~B	different	no	
17349:18	"they do kind of follow or, are similar."	declarative	not available	nonum	nochange	not available	nochange	A>B	same	no	
20556:19	she was there for two or three years before we got marriede.	declarative	not available	num	change	not available	change	A~B	same	no	
171264:74	"well if you drag twelve people into a courtroom, i trust them to make the right decision as to whether someone's guilty or innocent."	declarative	wh	nonum	change	not available	change	A~B	different	no	
19079:83	"and so i-, it's a real difficult choice whether we want styrofoam cups to fill up our landfills or, uh, chiNAcups to use up our waterf."	declarative	wh	nonum	change	change	change	A~B	different	no	
61667:103	"but if you want him to be and he doesn't want to be, he'll just, he'll, you know either scratch you or run away."	declarative	not available	nonum	change	change	change	A~B	same	no	
14639:25	"but, um, they have A-Bout four or five different prices now, that they're structuring it with,"	declarative	not available	num	change	not available	change	A~B	same	no	
112125:26	and i was just seeing in the newspaper or the grocery store that some miss america was A-Bused by the man she loved	declarative	not available	nonum	change	not available	change	A~B	same	no	
95657:81	"i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury, A-Bsolutely."	declarative	not available	nonum	nochange	nochange	change	A<B	same	no	
46484:121	"but i was thinking boy, in dallas, if somebody asked me if there were places you wouldn't go by yourself at night, i'd have to set them down for A-Bout five or ten minutes to list all the places out."	declarative	not available	num	change	not available	change	A~B	same	no	
166786:69	"because i think what they often get used asc is, uh, almost like a very high level or long-term care for, uh, similar to a hospital."	declarative	not available	nonum	nochange	not available	change	A~B	same	no	
49324:208	"on a, on a, on a, what we would, you know, what you described as your house and what i would describe as my house say, for example, in pensacola, florida, on that house with the homestead exemption and so forth and so on, might pay three or four hundred dollars a year taxes."	declarative	not available	num	change	not available	change	A~B	same	no	
24636:108	"well, does your, the company say, for instance, does the company you worked for bef-, before have the right or do they have the A-Bility to say, hey, we've already drug tested her"	interrogative	not available	nonum	nochange	nochange	change	A>B	different	no	
80782:52	well i was going to ask if you planned to paint over it or try to strip it.	declarative	wh	nonum	change	change	change	A~B	different	no	
57920:78	"and i, i agree with you also, that i feel like it was not worth the money spent or the lives lost to fight that war."	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
81749:49	"and, and you're not sure whether it will be any good or not"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
74642:57	"it, unfortunately, it's a, and it's a business or an occupation that the results are not as tangible as other ones"	declarative	not available	nonum	nochange	not available	nochange	A<B	same	no	
110391:68	"well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,"	declarative	not available	nonum	nochange	change	nochange	A<B	same	no	
170660:30	"and that's happened to me more than once or twice. jus-, just, just A-Bout every time i've went in somewhere."	declarative	not available	num	change	not available	change	A~B	same	no	
100890:40	"and it, it seems in the last decade or two, um, that's true,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
55488:50	but i don't havef to be conscious of what i'm doing or how i'm doing it.	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
161931:92	"i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point."	declarative	not available	nonum	change	not available	change	A~B	same	no	
31336:20	can they convey the data verbally or in writing.	interrogative	not available	nonum	change	change	change	A~B	different	no	
139390:26	"and have, you know, like three or four couples come over,"	imperative	not available	num	change	not available	change	A~B	same	no	
93126:89	"and i thought what are you complaining A-Boute, when you're only goingd to get picked up once a month, you know, or once a week"	declarative	not available	nonum	change	not available	change	A~B	same	no	
150256:47	"and i don't know who looks forward to it more, the students or the teachers and the staff."	declarative	negation	nonum	change	change	change	A~B	different	no	
49539:30	they're worse than american cars i think or just as bad as far as resale goes.	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
150988:24	"but it's just whether the prosecutor or the defense attorney feels like, you know,"	declarative	wh	nonum	change	change	change	A~B	different	no	
18130:46	"well, uh, pretty much spent most of my time either in the yard or at nurseries buying stuff for the yard."	declarative	not available	nonum	nochange	not available	change	A~B	different	no	
27952:63	"if you were educated you got, you know, you might teach for a year or two before you got married."	declarative	not available	num	change	not available	change	A~B	same	no	
99233:24	"they put one on the parents, or the teachers and say they have to, the men have to wear ties"	declarative	not available	nonum	change	not available	change	A~B	same	no	
139481:20	"and you can either microwave it or do it in the oven,"	declarative	not available	nonum	change	not available	change	A~B	different	no	
156143:17	i also read one or two papers a day	declarative	not available	num	change	not available	change	A~B	same	no	
164419:42	"huh. do you think they should be punished at all, or, uh, like go to prison, uh,"	interrogative	not available	nonum	nochange	change	nochange	A<B	same	no	
118494:11	"uh, fortunately or unfortunately it doesn't go into effect because we did not get the united airlines."	declarative	not available	nonum	change	not available	change	A~B	different	no	
160728:37	"and also, you know, then you figure out seven or eight percent for f i c a which is taxes where you,"	declarative	not available	num	change	not available	change	A~B	same	no	
59303:31	"and, if i'd of probA-Bly had three or four children, i don't see how we could have made it, you know, without me working."	declarative	not available	num	change	not available	change	A~B	same	no	
85664:16	get an extra bedroom or a basement.	imperative	not available	nonum	change	change	change	A~B	same	no	
20446:21	"so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out paying a, uh, one month extra every year."	declarative	antecedent	nonum	change	not available	change	A~B	same	no	
113850:99	"if they were to take half of what they spend on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might."	declarative	not available	nonum	change	nochange	nochange	A~B	same	no	
70127:16	that's the second or third year in a row that we've had a real rainy spring.	declarative	not available	num	change	not available	change	A~B	same	no	
46957:32	they're only going to make like three or four thousand.	declarative	not available	num	change	not available	change	A~B	same	no	
153451:44	"i guess i kind of do a similar thing. more, uh, medium or longer range."	declarative	not available	nonum	change	not available	change	A~B	different	no	
99180:110	"and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more in the winter than i do in the summer."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
56144:47	"just A-Bout anybody you could name, whether i voted for them or not, uh, makes, um, uh, decisions that i just can't go along with."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
25625:63	and never yet have i met anybody on the golf course that wouldn't allow me to join their twosome or threesome.	declarative	negation	num	change	not available	change	A~B	same	no	
173415:33	"and, uh, i think either send them home or do something a little more interesting."	declarative	not available	nonum	change	not available	change	A~B	different	no	
141145:35	that is why we only do it once every five or ten years.	declarative	not available	num	change	not available	change	A~B	same	no	
24941:98	"even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used to be four or five."	declarative	not available	num	change	not available	change	A~B	same	no	
24964:43	and the only school you could go toe was the baptist school or the catholic school	declarative	not available	nonum	change	not available	change	A~B	same	no	
73520:26	they are not all things to all people or all children.	declarative	negation	nonum	nochange	not available	nochange	A<B	same	no	
13410:53	"--n40098f being a professional and, of course, you probA-Bly belong to one or more professional organizations,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
2927:38	"rarely a day went by when the wind was less than fifteen or twenty miles an hour. summer and winter,"	declarative	not available	num	change	not available	change	A~B	same	no	
162962:70	"and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
126179:58	"i'm goingf to do it right, and see if i can actually play this game or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
61608:108	"and when he's not right at the door in the morning i really worry that something's happened to him, that somebody, he's got in a fight or, you know, somebody's hit him"	declarative	relclause	nonum	change	nochange	nochange	A<B	same	no	
84620:54	"and were they, uh, were they, were they obviously poor or depri-, you know."	interrogative	not available	nonum	nochange	nochange	nochange	A~B	same	no	
156906:44	"committing them mostly is, you know, either crimes of passion or at the moment"	declarative	not available	nonum	nochange	not available	nochange	A~B	same	no	
134703:78	"and, uh, right now we're in a, uh, i guess it's either a zero lot line or a garden home. which you might call it."	declarative	not available	nonum	change	not available	change	A<B	same	no	
8889:22	i make a lot of afghans or used to make a lot of them.	declarative	not available	nonum	change	not available	nochange	A<B	different	no	
12200:93	"other than that i'm not sure what, what individuals can do other than like i said get involved through a group or an organization."	declarative	not available	nonum	change	change	change	A<B	same	no	
156208:29	"but i swear it's at least second or third grade, sometimes."	declarative	not available	num	change	not available	change	A~B	same	no	
112417:64	my husband was saying that up north they have such nice restaurants where you can go after a theater or after the movie.	declarative	not available	nonum	change	not available	change	A~B	same	no	
151151:32	"oh, i thought it was just like marijuaNAor cocaine."	declarative	not available	nonum	nochange	not available	change	A~B	same	no	
144163:103	"you know, he doesn't have, they don't have to rely on him to score ev-, you know, thirty or forty points at every at every game"	declarative	not available	num	change	not available	change	A~B	same	no	
50432:162	"it's, it's, uh, there, there is, there is, itf's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them."	declarative	not available	nonum	nochange	not available	nochange	A>B	different	no	
55495:27	and no one is staring at anybody else or worrying A-Bout what anything else is doing.	declarative	negation	nonum	change	not available	nochange	A<B	same	no	
57709:45	"the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang the six cylinder."	declarative	not available	num	change	not available	change	A~B	same	no	
6363:73	"it amazes me how much the, the costs are going to go up over the next ten or fifteen years."	declarative	not available	num	change	not available	change	A~B	same	no	
28255:99	"they're going to say to the kids you need do this, because it needs to be done not because it's a woman's job or a man's job, but because it's dirty and it needs to be clean."	declarative	negation	nonum	change	not available	change	A~B	different	no	
9346:23	"well i remember last year, or the year before, uh, we had ice and snow, uh, uh,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
13468:42	"they just, you know, start going through the phone book or going through a series of numbers,"	declarative	not available	nonum	change	change	nochange	A>B	same	no	
93546:68	"you, i mean, you can be as busy as you want to be, or as laid back as you want to be."	declarative	not available	nonum	nochange	not available	change	A~B	different	no	
14163:45	"they're, maybe they're a little more efficient, or have more to do over that same time frame."	declarative	not available	nonum	change	nochange	change	A~B	different	no	
147141:84	"and, and there's this big debate apparently A-Bout whether the ozone, there's a hole in the ozone or not"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
15207:70	"well, it sounded like, i mean, this is like major long term commitment, like a year or six months,"	declarative	not available	nonum	change	not available	change	A<B	same	no	
76507:42	i'm not sure if it's more a problem with american families or a problem with the school system.	declarative	wh	nonum	change	nochange	change	A~B	different	no	
69541:82	"and if, e-, even if, like you say, even if it's just the secretary, if her work or A-Bilities start affecting her co-workers then it, it's still a problem."	declarative	antecedent	nonum	nochange	nochange	change	A>B	same	no	
68173:145	"but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen."	declarative	not available	nonum	change	change	change	A~B	different	no	
766:47	"and whether it, whether it won all kinds of awards or whether it just was okay at the box office, i think he would have been happy."	declarative	wh	nonum	change	not available	change	A~B	different	no	
106988:25	"do you, um, buy from dealers or from individuals."	interrogative	not available	nonum	change	change	change	A~B	different	no	
143238:29	"and so, uh, we really want four or five bedroom house"	declarative	not available	num	change	not available	change	A~B	same	no	
47853:37	"i, most of my friends have three or four kids"	declarative	not available	num	change	not available	change	A~B	same	no	
26390:57	"well, ford's done a real good job in the last, uh, say, ten years or at least the last five to te-, six years, so, of really turning around their, um, quality, i think, um."	declarative	not available	num	change	not available	nochange	A>B	same	no	
173724:140	"and by definition, for some of us, at least, the public good includes having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level."	declarative	not available	nonum	nochange	not available	change	A~B	different	no	
37711:31	when it startsa costing you fifty or a hundred dollars to go to a game	declarative	wh	num	change	not available	change	A~B	same	no	
2400:31	you could almost lA-Bel everything quality in some sense or other	declarative	not available	nonum	change	not available	change	A~B	different	no	
108435:42	"we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that feel comfortA-Ble to us around our kids."	declarative	not available	nonum	change	not available	change	A~B	same	no	
1131:129	"are th-, are there any other specific things that, that you feel like, where, where you feel your privacy to be invaded on a day-to-day basis or either on a growing frequency."	declarative	not available	nonum	change	not available	nochange	A~B	same	no	
130722:82	"but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed ford or paid for."	declarative	negation	nonum	change	not available	nochange	A>B	same	no	
123561:35	i've never been a big saints fan until the last year or two	declarative	not available	nonum	change	not available	change	A~B	same	no	
129768:34	"i said if i knew beyond a doubt or if i felt beyond a doubt that he had done it, yeah, i guess i could convict him,"	declarative	antecedent	nonum	change	change	nochange	A>B	same	no	
18197:49	"um, where you live is there a real high, uh, alkaline or ash content"	interrogative	wh	nonum	change	not available	change	A~B	same	no	
13362:27	"uh, we've been doing this three or four minutes."	declarative	not available	num	change	not available	change	A<B	same	no	
156857:70	"uh, so do, do you think it's more important to spend money on research or for support of, uh, people."	interrogative	not available	nonum	change	not available	change	A~B	different	no	
31526:59	"i mean, you don't know whether the person sitting next to you anywhere is on drugs or not,"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
108876:46	"so i decided it had to be in it, informal or not."	declarative	not available	nonum	change	not available	change	A~B	different	yes	
155799:32	a term limitation for congress would be like three terms or even four terms	declarative	not available	num	change	not available	change	A~B	same	no	
95853:89	"and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug A-Buse or alcohol A-Buse."	declarative	negation	nonum	change	nochange	change	A~B	same	no	
20080:60	"currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries."	declarative	not available	nonum	nochange	not available	nochange	A<B	different	no	
45097:54	"now some people object during primaries, having to declare a party, whether republican or democrat"	declarative	not available	nonum	change	not available	change	A~B	different	no	
106206:40	i eat differently than what i could eat at home or around here.	declarative	not available	nonum	nochange	not available	change	A~B	same	no	
158308:59	"and this is supposed to be a very well-known center here in tyler who had two or three, um, centers, all over, you know, the, um, city"	declarative	not available	num	change	not available	change	A~B	same	no	
159108:25	"you know juries will decide the guilt or innocence,"	declarative	not available	nonum	change	not available	change	A~B	different	no	
75061:22	and now it's running ten or fifteen minutes fast again.	declarative	not available	num	change	not available	change	A~B	same	no	
140767:28	"uh, she can't hear worth a darn or see very well,"	declarative	negation	nonum	nochange	not available	change	A~B	same	no	
20456:39	"my parents, uh, bought a home in san diego A-Bout four or five years ago,"	declarative	not available	num	change	not available	change	A~B	same	no	
94821:71	"is it the, do you think it's the values that they're teaching in school or the values they get from home."	interrogative	not available	nonum	change	nochange	change	A~B	different	no	
162164:181	"but i think they're obliged to have these things because hertz and avis and those folks have it in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it"	declarative	not available	num	change	not available	change	A~B	same	no	
98974:28	"when i only do something one, two or three times i'm hardly an expert on it,"	declarative	wh	num	change	not available	change	A~B	same	no	
68148:38	"they just, uh, started it again, too just late, or, within the past few years."	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
78977:102	"so what do you think A-Bout, uh, what do you think A-Bout what you see on t v A-Bout them, like in the news or on the ads,"	interrogative	wh	nonum	nochange	nochange	change	A~B	same	no	
163335:87	"uh, our policies and procedures manual, uh, the furthest it goes A-Bout drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,"	declarative	not available	nonum	change	nochange	change	A<B	different	no	
93046:25	"see, it have been like nineteen sixty-seven or sixty-eight, um,"	declarative	not available	num	change	not available	change	A~B	same	no	
99865:30	"i was way out to the west maybe four or five miles from, from the city limits"	declarative	not available	num	change	not available	change	A~B	same	no	
103454:53	they do what they call a salad sampler which easily could feed two or three.	declarative	not available	num	change	not available	change	A~B	same	no	
111042:70	"and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want,"	declarative	not available	nonum	nochange	nochange	nochange	A<B	same	no	
26845:102	"and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that actually started the thing, or was, you know, really interested in things like that."	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
98372:16	we will rent two or three movies on thursday	declarative	not available	num	change	not available	change	A~B	same	no	
99247:24	"i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think."	declarative	not available	nonum	nochange	nochange	nochange	A~B	different	no	
122805:19	"but there is usually two or three days in the week that you can get out there and play,"	declarative	not available	num	change	not available	change	A~B	same	no	
1756:89	"the, the piece of music, the piece of music was A-Bout, i thinkf A-Bout forty or fifty years old."	declarative	not available	num	change	not available	change	A~B	same	no	
4758:85	"and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted, or a gal is convicted, of a crime, rather than put them in prison, because prison's proven not to work, just let them go."	declarative	antecedent	nonum	change	change	change	A~B	same	no	
174107:42	"and there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know."	declarative	not available	num	change	not available	change	A~B	same	no	
146215:108	"but when i washed them, although i took the precaution of turning them inside out i really didn't do anything else. and truly, everything fell off, or most of it."	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
68690:54	"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system."	declarative	negation	nonum	change	nochange	nochange	A>B	same	no	
170872:72	"uh, i think it's sort of the opposite of what you would want when you buy a car or refrigerator something."	declarative	wh	nonum	change	change	change	A~B	same	no	
157037:38	"and why, does it just turn out to be genetic or biochemical in origin."	interrogative	not available	nonum	change	nochange	change	A>B	same	no	
127545:21	"and i'd ride A-Bout two or three miles a day,"	declarative	not available	num	change	not available	change	A~B	same	no	
55886:44	"since we live here and we all benefit, rich, poor or in between, uh, there are benefits even for those whof have it the hardest."	declarative	not available	nonum	nochange	not available	change	A~B	different	no	
143249:92	"and you can cut, you know, the listings, uh, in A-Bout a third when you go from three to four bedrooms you know, or five."	declarative	not available	num	change	not available	change	A<B	same	no	
37011:85	"but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power,"	declarative	negation	nonum	nochange	nochange	change	A>B	same	no	
110794:66	"even though teachers have other kids lives in their hands, and if they come in stoned or they come in drunk"	declarative	antecedent	nonum	change	nochange	change	A~B	same	no	
94572:24	i think normal's A-Bout sixty or seventy.	declarative	not available	num	change	not available	change	A~B	same	no	
91185:89	"but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things,"	declarative	not available	num	change	not available	change	A~B	same	no	
119672:89	"and i, well, i can't think of a time that i've been fishing that i haven't run into one or two of them."	declarative	negation	num	change	not available	change	A~B	same	no	
163866:106	"what's more likely to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature."	declarative	not available	nonum	change	change	change	A~B	same	no	
43216:36	"and we got rid of them, believe it or not, with smoke bombs, which is just A-Bout impossible to do,"	declarative	not available	nonum	change	not available	change	A~B	different	yes	
91064:123	"they had chosen santa barbara, california for this summer and, and did not get enough people that were willing to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area."	declarative	not available	nonum	nochange	not available	change	A<B	different	no	
66190:44	"so i thought, man, i don't know if i trust this or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
79227:23	"and if they don't say yes or no, then maybe somebodye will vote for them that wouldn't have if they had come down on the wrong side."	declarative	negation	nonum	change	not available	change	A~B	different	no	
14875:209	"but the guy at the very top, the one who's, whoc's really making the millions and the millions is the one who also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,"	declarative	not available	nonum	nochange	nochange	nochange	A>B	same	no	
138283:70	"and it's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room for that."	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
11792:29	"but, uh, i have some question, whether or not they will ever really get around to that."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
163053:76	"now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,"	declarative	not available	nonum	change	change	change	A~B	different	no	
144197:16	and they traded either richmond or hardaway to sacramento for billy owens	declarative	not available	nonum	change	not available	change	A~B	different	no	
118424:62	"and altog-, all total, it was just under two hundred dollars, believe it or not, to get all that done."	declarative	not available	nonum	change	not available	change	A~B	different	yes	
74280:75	"and you can't make up in a classroom of one hour a day, what's not been doned for, fifteen or sixteen years at home,"	declarative	wh	num	change	not available	change	A~B	same	no	
8419:45	"well, have you any plans to, uh, maybe, uh, expand or move onward."	interrogative	not available	nonum	change	not available	change	A>B	different	no	
39108:72	"i never have tried that, just because i don't have that much space on this little porch here in this apartment or this little balcony."	declarative	not available	nonum	change	not available	nochange	A~B	same	no	
164502:39	"i, i'm in washington, d c or at least very close to it."	declarative	not available	nonum	change	not available	nochange	A>B	different	no	
82982:71	"and, and, you think, if i wasn't here he'd be learning that from a bA-By-sitter or from a day care."	declarative	not available	nonum	change	nochange	change	A>B	same	no	
55620:26	"because no matter what i did or how i did it, i invariA-Bly got myself wet."	declarative	wh	nonum	nochange	not available	change	A~B	different	no	
166916:31	during the trial as to whether they're guilty or not has nothing to do with their background.	declarative	wh	nonum	change	not available	change	A~B	different	yes	
41706:73	"because maybe they, those are not the clothes that are the most, uh, appealing to you, or the most, uh, complimentary to you."	declarative	relclause	nonum	nochange	not available	nochange	A>B	same	no	
89923:105	"they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here."	declarative	not available	nonum	change	change	change	A>B	different	no	
59994:62	"we're just not willing to set a society not willing to spend the time or the money to do what it takes,"	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
174072:59	"uh, i guess the topic is trial by jury and how we should change that or how we would change it."	declarative	wh	nonum	nochange	not available	nochange	A~B	different	no	
57651:59	"i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that were not gas guzzlers"	declarative	not available	nonum	nochange	not available	change	A~B	same	no	
121100:87	"and the next spring, i guess in that march, every time we would go out and just try to walk on the grass or reach down to pull a weed, we'd have big whole patches come up."	declarative	not available	nonum	change	change	change	A~B	same	no	
15229:24	"i couldn't possibly commit a year or two of my life to, to go do something."	declarative	not available	num	change	not available	change	A~B	same	no	
47484:42	"but i don't even know if they're still new york yankees, or mumblex new jersey."	declarative	wh	nonum	change	not available	change	A~B	different	no	
20160:209	"i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i thinkb it, it would bring in a lot of, uh, people that are, run out of other countries or in trouble in, in other countries."	declarative	not available	nonum	change	nochange	change	A>B	same	no	
72646:93	"i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them."	declarative	negation	nonum	change	not available	nochange	A<B	same	no	
100564:48	"and, uh, you know the type of facilities whether it's a shared room or two separate rooms that share uh, a, uh, bathroom."	declarative	wh	num	change	change	change	A~B	different	no	
156479:48	"i, i don't trust myself with using a calculator or computer, y-, too much stuff like that because i want to make sure that, that i, i keep on top of the numbers and understand what's going on."	declarative	not available	nonum	change	change	change	A<B	same	no	
127793:67	"and it goes into all the movies,e previewing the movies that are going to be released or behind the scenes."	declarative	relclause	nonum	change	not available	change	A~B	different	no	
160808:39	"i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created during the reagan bushe era whod are suppo-, supposedly fiscally conservative."	declarative	not available	num	change	not available	change	A~B	same	no	
21053:31	"and i watched that for like, oh, ten or fifteen straight years,"	declarative	not available	num	change	not available	change	A~B	same	no	
52433:93	"he, he happens to be, uh, a friend of one of her, her business associates. and, or, not, not a friend, a cousin, a cousin."	declarative	not available	nonum	change	not available	nochange	A<B	same	no	
152475:203	"i, uh, i think there is more of an A-Bility of you know, you know for selecting a jury, two different juries that would most of the time come up with the same idea, uh, the same idea versus you know whether he is guilty or innocent"	declarative	wh	nonum	change	not available	change	A~B	different	no	
147719:68	"is it p-, do you think it's possible to have honesty in government or an honest government."	interrogative	not available	nonum	change	change	nochange	A<B	same	no	
155454:77	"so that, that option sometimes is not availA-Ble if they do not have the, uh, either medicare or insurance to cover it."	declarative	negation	nonum	change	not available	nochange	A>B	same	no	
164097:49	"one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager, i guess"	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
89290:20	see i went A-Bout two or three weeks ago and saw f x two	declarative	not available	num	change	not available	change	A~B	same	no	
167079:57	"like for petty, for theft and, and stuff like that or manslaughter, you know, i don't think they should do that."	declarative	not available	nonum	nochange	change	change	A~B	different	no	
9174:38	"uh, what do you think individuals could do, or society could do to alleviate this problem."	interrogative	wh	nonum	nochange	nochange	nochange	A<B	different	no	
175985:81	"you, you you were born in, in the, in the late thirties or early forties."	declarative	not available	num	change	not available	change	A~B	same	no	
163049:87	"it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair."	declarative	not available	nonum	nochange	change	change	A~B	same	no	
141931:26	"so, we will play either out there or at firewheel."	declarative	not available	nonum	change	not available	change	A~B	different	no	
143588:93	"and, uh, people there were saying that the way that the schools were goingb, a lot of people were going away and going to private schools, or else going to home, where they taught their kids at home. or, you know, anything but the public schools and the ones that did have, you know, the kids,"	declarative	not available	nonum	change	not available	change	A~B	different	no	
51548:67	"and she literally spent almost the entire amount that i paid her on my daughter. either making her clothes or, buying her things."	declarative	not available	nonum	nochange	nochange	change	A~B	different	no	
42958:70	"but, boy if someone did break in, i don't, i don't know that i could or would even grA-B it."	declarative	relclause	nonum	change	not available	change	A<B	same	no	
50706:78	it would be great to have some of those organizations like you mentionedf that were during the depression or coming out of the depression availA-Ble for kids.	declarative	relclause	nonum	nochange	nochange	nochange	A~B	same	no	
19844:87	"well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books."	declarative	not available	num	change	not available	change	A~B	same	no	
117982:68	"and there's nothing you could say bad A-Bout him, except that i was more of a cat or a small dog person that you could site in the chair and cuddle."	declarative	not available	nonum	change	not available	change	A~B	same	no	
121355:48	"and any time there's, there is a budget cut or crunches, it's always the small guy that, that gets hurt."	declarative	not available	nonum	nochange	nochange	change	A>B	same	no	
